callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 4667,D,BARI,17:05,17:40,DECOLLATO,2026-09-18 18:00:53
FR 3559,D,BRISTOL,17:10,18:15,IMBARCO ULTIMA CHIAMATA,2026-09-18 18:00:53
AZ 7058,D,ISTANBUL S. GOKCEN,17:15,17:48,DECOLLATO,2026-09-18 18:00:53
PC 1214,D,ISTANBUL S. GOKCEN,17:15,17:48,DECOLLATO,2026-09-18 18:00:53
FR 865,D,BUCHAREST OTOPENI,17:45,18:10,IMBARCO CHIUSO,2026-09-18 18:00:53
FR 3402,D,MARRAKECH,17:55,17:55,IMBARCO CHIUSO,2026-09-18 18:00:53
FR 5092,D,LAMEZIA,18:05,19:00,IN RITARDO,2026-09-18 18:00:53
BZ 155,D,TEL AVIV,18:15,19:08,IN RITARDO,2026-09-18 18:00:53
FR 3530,D,PRAGUE,18:30,19:18,IN RITARDO,2026-09-18 18:00:53
FR 9050,D,CORK,18:30,18:30,IMBARCO IN CORSO,2026-09-18 18:00:53
FR 8511,D,BENI MELLAL,18:40,18:40,IMBARCO IN CORSO,2026-09-18 18:00:53
FR 3219,D,MANCHESTER,18:50,18:50,OPERATO DA MALTA AIR,2026-09-18 18:00:53
FR 1319,D,ATHENS,18:55,18:55,Operativo,2026-09-18 18:00:53
FR 8801,D,IBIZA,19:00,19:50,IN RITARDO,2026-09-18 18:00:53
FR 1176,D,MENORCA,19:10,20:03,IN RITARDO,2026-09-18 18:00:53
FR 4638,D,PORTO,19:15,19:15,Operativo,2026-09-18 18:00:53
FR 4548,D,CHANIA-CRETA,19:25,19:25,Operativo,2026-09-18 18:00:53
FR 3867,D,POZNAN,19:25,19:25,OPERATO DA BUZZ,2026-09-18 18:00:53
FR 3112,D,IASI,19:30,19:49,IN RITARDO,2026-09-18 18:00:53
FR 5876,D,PARIS BEAUVAIS,19:35,20:36,IN RITARDO,2026-09-18 18:00:53
FR 3480,D,CAGLIARI,19:40,19:59,IN RITARDO,2026-09-18 18:00:53
FR 4631,D,VALENCIA,19:45,20:02,IN RITARDO,2026-09-18 18:00:53
MT 1240,D,PORTO SANTO,20:10,20:10,OPERATO DA TRADE,2026-09-18 18:00:53
3F 248,D,YEREVAN,20:25,20:25,Operativo,2026-09-18 18:00:53
FR 2735,D,LONDON STANSTED,20:30,20:30,Operativo,2026-09-18 18:00:53
W4 3608,D,SUCEAVA,20:30,20:30,Operativo,2026-09-18 18:00:53
FR 3561,D,NAPOLI,20:35,21:00,IN RITARDO,2026-09-18 18:00:53
W6 1434,D,WARSAW,20:40,21:00,OPERATO DA WIZZAIR MALTA,2026-09-18 18:00:53
FR 4969,D,PALERMO,20:45,21:15,IN RITARDO,2026-09-18 18:00:53
FR 4235,D,VILNIUS,20:45,20:45,OPERATO DA BUZZ,2026-09-18 18:00:53
FR 3504,D,KRAKOW,20:50,21:30,IN RITARDO,2026-09-18 18:00:53
FR 859,D,BRINDISI,20:55,20:55,Operativo,2026-09-18 18:00:53
FR 2892,D,CATANIA,21:05,21:05,OPERATO DA MALTA AIR,2026-09-18 18:00:53
FR 3341,D,VARSAVIA MODLIN,21:10,21:30,IN RITARDO,2026-09-18 18:00:53
W6 4390,D,SOFIA,21:10,21:10,OPERATO DA WIZZAIR MALTA,2026-09-18 18:00:53
FR 6304,D,BARCELONA EL PRAT,21:10,22:45,IN RITARDO,2026-09-18 18:00:53
FR 4658,D,BARI,21:15,21:45,IN RITARDO,2026-09-18 18:00:53
FR 3164,D,BUDAPEST,21:20,21:20,OPERATO DA BUZZ,2026-09-18 18:00:53
FR 2087,D,LISBON,21:30,21:30,Operativo,2026-09-18 18:00:53
FR 4714,D,RIGA,21:40,21:40,OPERATO DA BUZZ,2026-09-18 18:00:53
FR 5700,D,PALMA DE MALLORCA,21:55,21:55,OPERATO DA LAUDA EUROPE,2026-09-18 18:00:53
E5 545,D,CAIRO,22:00,22:00,Operativo,2026-09-18 18:00:53
FR 3506,D,ALICANTE,22:15,22:15,Operativo,2026-09-18 18:00:53
FR 3437,D,SOFIA,22:15,22:15,OPERATO DA BUZZ,2026-09-18 18:00:53
FR 9408,D,FEZ,22:20,22:20,OPERATO DA MALTA AIR,2026-09-18 18:00:53
W4 3552,D,TIMISOARA,22:20,22:20,Operativo,2026-09-18 18:00:53
FR 5984,D,MADRID,22:20,22:20,Operativo,2026-09-18 18:00:53
FR 4188,D,LONDON STANSTED,22:40,22:40,Operativo,2026-09-18 18:00:53
