flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
E5 545,Decollo,19:25,11:45,CAIRO19:25 | 11:45In ritardo,In ritardo,2026-01-03 23:00:00
W6 1434,Decollo,20:30,22:36,WARSAW20:30 | 22:36,nan,2026-01-03 23:00:00
FR 3673,Decollo,20:40,23:30,LONDON  STANSTED20:40 | 23:30Cancellato,Cancellato,2026-01-03 23:00:00
V7 1314,Decollo,20:50,20:50,OLBIA20:50 | 20:50In ritardo,In ritardo,2026-01-03 23:00:00
FR 4658,Decollo,21:05,21:05,BARI21:05 | 21:05Cancellato,Cancellato,2026-01-03 23:00:00
FR 8844,Decollo,21:05,12:20,WROCLAW - BRESLAVIA21:05 | 12:20In ritardo,In ritardo,2026-01-03 23:00:00
FR 8846,Decollo,21:05,21:05,MARRAKECH21:05 | 21:05,nan,2026-01-03 23:00:00
FR 2892,Decollo,21:05,21:05,CATANIA21:05 | 21:05Cancellato,Cancellato,2026-01-03 23:00:00
FR 8421,Decollo,21:10,21:10,TIRANA21:10 | 21:10Cancellato,Cancellato,2026-01-03 23:00:00
W4 3552,Decollo,21:30,21:30,TIMISOARA21:30 | 21:30Cancellato,Cancellato,2026-01-03 23:00:00
W4 3136,Decollo,21:35,21:35,BUCHAREST OTOPENI21:35 | 21:35Cancellato,Cancellato,2026-01-03 23:00:00
G9 696,Decollo,21:40,21:40,SHARJAH21:40 | 21:40,nan,2026-01-03 23:00:00
FR 4706,Decollo,21:45,21:45,CAGLIARI21:45 | 21:45Cancellato,Cancellato,2026-01-03 23:00:00
FR 4845,Decollo,21:45,21:45,DUBLIN21:45 | 21:45Cancellato,Cancellato,2026-01-03 23:00:00
FR 3341,Decollo,21:45,21:45,VARSAVIA MODLIN21:45 | 21:45Cancellato,Cancellato,2026-01-03 23:00:00
W4 3932,Decollo,22:00,22:00,CHISINAU22:00 | 22:00Cancellato,Cancellato,2026-01-03 23:00:00
W6 4508,Decollo,22:10,22:10,VARNA22:10 | 22:10Cancellato,Cancellato,2026-01-03 23:00:00
FR 1689,Decollo,22:10,16:40,FRANKFURT - HAHN22:10 | 16:40In ritardo,In ritardo,2026-01-03 23:00:00
NP 224,Decollo,22:15,22:40,CAIRO22:15 | 22:40In ritardo,In ritardo,2026-01-03 23:00:00
FR 2649,Decollo,22:20,22:20,MALAGA22:20 | 22:20Cancellato,Cancellato,2026-01-03 23:00:00
FR 5531,Decollo,22:20,22:20,COLOGNE22:20 | 22:20Cancellato,Cancellato,2026-01-03 23:00:00
W4 5020,Decollo,22:25,01:30,TIRANA22:25 | 01:30Cancellato,Cancellato,2026-01-03 23:00:00
W6 4390,Decollo,22:25,22:25,SOFIA22:25 | 22:25Cancellato,Cancellato,2026-01-03 23:00:00
FR 4191,Decollo,22:40,22:40,LONDON  STANSTED22:40 | 22:40Cancellato,Cancellato,2026-01-03 23:00:00
EK 2415,Decollo,22:55,00:30,DUBAI22:55 | 00:30In ritardo,In ritardo,2026-01-03 23:00:00
FZ 1572,Decollo,22:55,00:30,DUBAI22:55 | 00:30In ritardo,In ritardo,2026-01-03 23:00:00
FR 6653,Decollo,23:05,23:05,CATANIA23:05 | 23:05Cancellato,Cancellato,2026-01-03 23:00:00
FR 3535,Decollo,23:10,11:15,KRAKOW23:10 | 11:15In ritardo,In ritardo,2026-01-03 23:00:00
RK 3220,Decollo,23:10,11:05,MANCHESTER23:10 | 11:05In ritardo,In ritardo,2026-01-03 23:00:00
AZ 8951,Decollo,00:20,00:20,ROMA - FCO00:20 | 00:20Cancellato,Cancellato,2026-01-03 23:00:00
3O 454,Decollo,01:05,18:25,CASABLANCA01:05 | 18:25In ritardo,In ritardo,2026-01-03 23:00:00
MT 3140,Decollo,05:00,06:00,MARSA ALAM05:00 | 06:00In ritardo,In ritardo,2026-01-03 23:00:00
FR 2285,Decollo,05:45,05:45,NAPOLI05:45 | 05:45,nan,2026-01-03 23:00:00
FR 3545,Decollo,05:50,05:50,FEZ05:50 | 05:50Operato da Malta Air,Operato da Malta Air,2026-01-03 23:00:00
FR 2669,Decollo,05:50,05:50,BERLIN05:50 | 05:50Operato da Malta Air,Operato da Malta Air,2026-01-03 23:00:00
FR 6091,Decollo,05:50,05:50,GRAN CANARIA05:50 | 05:50,nan,2026-01-03 23:00:00
FR 2697,Decollo,05:55,05:55,LONDON  STANSTED05:55 | 05:55Operato da Malta Air,Operato da Malta Air,2026-01-03 23:00:00
FR 6178,Decollo,05:55,05:55,FUERTEVENTURA05:55 | 05:55Operato da Malta Air,Operato da Malta Air,2026-01-03 23:00:00
FR 4185,Decollo,05:55,05:55,LANZAROTE05:55 | 05:55Operato da Malta Air,Operato da Malta Air,2026-01-03 23:00:00
FR 4523,Decollo,06:00,06:00,BRUXELLES CHARLEROI06:00 | 06:00Operato da Malta Air,Operato da Malta Air,2026-01-03 23:00:00
FR 3398,Decollo,06:00,06:00,MALAGA06:00 | 06:00,nan,2026-01-03 23:00:00
FR 859,Decollo,06:00,06:00,BRINDISI06:00 | 06:00,nan,2026-01-03 23:00:00
FR 3528,Decollo,06:05,07:20,PRAGUE06:05 | 07:20In ritardo,In ritardo,2026-01-03 23:00:00
FR 1319,Decollo,06:05,06:05,ATHENS06:05 | 06:05,nan,2026-01-03 23:00:00
FR 2289,Decollo,06:10,06:10,PALERMO06:10 | 06:10,nan,2026-01-03 23:00:00
FR 2261,Decollo,06:10,06:10,CATANIA06:10 | 06:10,nan,2026-01-03 23:00:00
FR 076,Decollo,07:00,07:00,SEVILLA07:00 | 07:00,nan,2026-01-03 23:00:00
FR 4698,Decollo,07:05,07:05,TRAPANI07:05 | 07:05,nan,2026-01-03 23:00:00
FR 3200,Decollo,07:05,07:05,CAGLIARI07:05 | 07:05,nan,2026-01-03 23:00:00
FR 5120,Decollo,07:10,07:10,MADRID07:10 | 07:10,nan,2026-01-03 23:00:00
FR 3217,Decollo,07:20,07:20,MANCHESTER07:20 | 07:20Operato da Malta Air,Operato da Malta Air,2026-01-03 23:00:00
NO 7958,Decollo,07:20,07:20,SHARM EL SHEIKH07:20 | 07:20,nan,2026-01-03 23:00:00
FR 5531,Decollo,07:40,07:40,COLOGNE07:40 | 07:40,nan,2026-01-03 23:00:00
FR 8349,Decollo,07:40,07:40,TIRANA07:40 | 07:40,nan,2026-01-03 23:00:00
FR 3440,Decollo,07:55,07:55,LAMEZIA07:55 | 07:55Operato da Malta Air,Operato da Malta Air,2026-01-03 23:00:00
FR 847,Decollo,08:00,08:00,BARCELONA EL PRAT08:00 | 08:00Operato da Malta Air,Operato da Malta Air,2026-01-03 23:00:00
W4 3672,Decollo,08:05,08:05,IASI08:05 | 08:05,nan,2026-01-03 23:00:00
W4 3382,Decollo,08:05,08:05,CLUJ-NAPOCA08:05 | 08:05,nan,2026-01-03 23:00:00
W4 3132,Decollo,08:10,08:10,BUCHAREST BANEASA08:10 | 08:10,nan,2026-01-03 23:00:00
FR 2107,Decollo,08:15,08:15,BUDAPEST08:15 | 08:15,nan,2026-01-03 23:00:00
FR 3280,Decollo,08:15,08:15,GDANSK - DANZICA08:15 | 08:15,nan,2026-01-03 23:00:00
FR 4042,Decollo,08:20,08:20,PORTO08:20 | 08:20Operato da Malta Air,Operato da Malta Air,2026-01-03 23:00:00
W6 1432,Decollo,08:30,08:30,WARSAW08:30 | 08:30,nan,2026-01-03 23:00:00
W6 4124,Decollo,08:35,08:35,BELGRADE08:35 | 08:35,nan,2026-01-03 23:00:00
FR 497,Decollo,08:50,08:50,VALENCIA08:50 | 08:50,nan,2026-01-03 23:00:00
