callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 4638,D,PORTO,19:50,23:05,IMBARCO CHIUSO,2026-09-20 23:00:25
FR 3893,D,CAGLIARI,21:20,22:57,IMBARCO CHIUSO,2026-09-20 23:00:25
NP 222,D,CAIRO,21:30,00:00,IN RITARDO,2026-09-20 23:00:25
FR 2087,D,LISBON,21:30,22:31,DECOLLATO,2026-09-20 23:00:25
FR 2990,D,COPENHAGEN,21:40,23:00,IMBARCO CHIUSO,2026-09-20 23:00:25
W4 3932,D,CHISINAU,22:00,22:42,DECOLLATO,2026-09-20 23:00:25
FR 3164,D,BUDAPEST,22:05,22:57,DECOLLATO,2026-09-20 23:00:25
FR 6858,D,OLBIA,22:10,22:31,DECOLLATO,2026-09-20 23:00:25
FR 8980,D,TRAPANI,22:40,23:00,IMBARCO CHIUSO,2026-09-20 23:00:25
FR 3673,D,LONDON STANSTED,22:45,23:05,IMBARCO CHIUSO,2026-09-20 23:00:25
FR 3219,D,MANCHESTER,22:45,22:45,IMBARCO CHIUSO,2026-09-20 23:00:25
FR 5984,D,MADRID,22:50,23:55,IN RITARDO,2026-09-20 23:00:25
FR 5700,D,PALMA DE MALLORCA,22:50,23:48,IN RITARDO,2026-09-20 23:00:25
G9 696,D,SHARJAH,23:00,23:00,DECOLLATO,2026-09-20 23:00:25
FR 6846,D,LIVERPOOL,23:35,23:35,IMBARCO ULTIMA CHIAMATA,2026-09-20 23:00:25
W6 4124,D,BELGRADE,23:40,00:05,IN RITARDO,2026-09-20 23:00:25
V7 1316,D,OLBIA,23:55,00:29,IN RITARDO SHAHEEN AIR,2026-09-20 23:00:25
NL 224,D,BRINDISI,01:00,01:00,Operativo,2026-09-20 23:00:25
FR 4650,D,TRAPANI,05:45,05:45,Operativo,2026-09-20 23:00:25
FR 2261,D,CATANIA,05:45,05:45,Operativo,2026-09-20 23:00:25
FR 7976,D,KOS,05:50,05:50,Operativo,2026-09-20 23:00:25
FR 859,D,BRINDISI,06:00,06:00,OPERATO DA MALTA AIR,2026-09-20 23:00:25
FR 4311,D,ROVANIEMI,06:00,06:00,Operativo,2026-09-20 23:00:25
FR 8334,D,IBIZA,06:05,06:05,Operativo,2026-09-20 23:00:25
FR 1417,D,LAMEZIA,06:10,06:10,OPERATO DA MALTA AIR,2026-09-20 23:00:25
FR 3659,D,BRUXELLES CHARLEROI,06:15,06:15,OPERATO DA MALTA AIR,2026-09-20 23:00:25
FR 8846,D,MARRAKECH,06:20,06:20,Operativo,2026-09-20 23:00:25
FR 2697,D,LONDON STANSTED,06:25,06:25,Operativo,2026-09-20 23:00:25
FR 3200,D,CAGLIARI,06:30,06:30,Operativo,2026-09-20 23:00:25
FR 1319,D,ATHENS,06:30,06:30,OPERATO DA MALTA AIR,2026-09-20 23:00:25
FR 6501,D,OLBIA,06:50,06:50,Operativo,2026-09-20 23:00:25
FR 5531,D,COLOGNE,06:50,06:50,Operativo,2026-09-20 23:00:25
FR 888,D,KRAKOW,06:55,06:55,OPERATO DA MALTA AIR,2026-09-20 23:00:25
FR 3432,D,PARIS BEAUVAIS,07:00,07:00,OPERATO DA MALTA AIR,2026-09-20 23:00:25
FR 3142,D,BARCELONA EL PRAT,07:10,07:10,Operativo,2026-09-20 23:00:25
FR 3653,D,BARI,07:15,07:15,OPERATO DA MALTA AIR,2026-09-20 23:00:25
FR 4235,D,VILNIUS,07:30,07:30,Operativo,2026-09-20 23:00:25
W4 3132,D,BUCHAREST BANEASA,07:30,07:30,OPERATO DA WIZZAIR HUNGARY,2026-09-20 23:00:25
FR 4993,D,CEFALONIA,07:50,07:50,Operativo,2026-09-20 23:00:25
FR 2876,D,BRINDISI,07:55,07:55,Operativo,2026-09-20 23:00:25
FR 3530,D,PRAGUE,07:55,07:55,OPERATO DA BUZZ,2026-09-20 23:00:25
FR 8121,D,TIRANA,07:55,07:55,Operativo,2026-09-20 23:00:25
FR 3210,D,SANTORINI / THIRA,08:00,08:00,OPERATO DA MALTA AIR,2026-09-20 23:00:25
W4 3672,D,IASI,08:00,08:00,Operativo,2026-09-20 23:00:25
FR 6149,D,PALERMO,08:10,08:10,Operativo,2026-09-20 23:00:25
W6 4352,D,SOFIA,08:10,08:10,OPERATO DA WIZZAIR MALTA,2026-09-20 23:00:25
FR 3164,D,BUDAPEST,08:10,08:10,OPERATO DA BUZZ,2026-09-20 23:00:25
V7 3511,D,ASTURIAS,08:15,08:15,Operativo,2026-09-20 23:00:25
FR 3561,D,NAPOLI,08:20,08:20,OPERATO DA MALTA AIR,2026-09-20 23:00:25
W4 3382,D,CLUJ-NAPOCA,08:25,08:25,Operativo,2026-09-20 23:00:25
NO 1040,D,VERONA/MONASTIR,08:30,08:30,Operativo,2026-09-20 23:00:25
W6 1432,D,WARSAW,08:40,08:40,Operativo,2026-09-20 23:00:25
FR 1784,D,COPENHAGEN,08:40,08:40,Operativo,2026-09-20 23:00:25
FR 4548,D,CHANIA-CRETA,08:45,08:45,Operativo,2026-09-20 23:00:25
BQ 1989,D,MOSTAR,09:10,09:10,Operativo,2026-09-20 23:00:25
FR 3535,D,KRAKOW,09:15,09:15,OPERATO DA BUZZ,2026-09-20 23:00:25
FR 2739,D,LONDON STANSTED,09:15,09:15,Operativo,2026-09-20 23:00:25
FR 259,D,BUCHAREST OTOPENI,09:55,09:55,Operativo,2026-09-20 23:00:25
FR 3460,D,EINDHOVEN,10:00,10:00,OPERATO DA MALTA AIR,2026-09-20 23:00:25
FR 497,D,VALENCIA,10:10,10:10,OPERATO DA MALTA AIR Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-20 23:00:25
