numero_volo,tipo,orario_schedulato,orario_effettivo,aeroporto_destinazione,stato_destinazione,status,scan_timestamp
FR 4196,Decollo,09:50,09:50,CORFU,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 4714,Decollo,09:50,09:50,RIGA,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 3659,Decollo,09:55,09:55,BRUXELLES CHARLEROI,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 8355,Decollo,10:00,10:00,TIRANA,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 4631,Decollo,10:15,10:15,VALENCIA,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 1536,Decollo,10:25,10:25,CASTELLON DE LA PLANA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 05:59:59
FR 2888,Decollo,10:25,10:25,CATANIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 05:59:59
FR 8334,Decollo,10:30,10:30,IBIZA,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 2087,Decollo,10:45,10:45,LISBON,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 05:59:59
FR 2649,Decollo,10:50,10:50,MALAGA,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 4201,Decollo,10:50,10:50,RHODES,Estero/Italia,Operativo,2026-08-27 05:59:59
3O 458,Decollo,10:50,10:50,CASABLANCA,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 1417,Decollo,11:15,11:15,LAMEZIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 05:59:59
FR 4650,Decollo,11:35,11:35,TRAPANI,Estero/Italia,Operativo,2026-08-27 05:59:59
W4 3772,Decollo,13:25,14:25,CRAIOVA,Estero/Italia,IN RITARDO Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-08-27 05:59:59
FR 3432,Atterraggio,05:45,05:45,PARIS BEAUVAIS,Estero/Italia,DECOLLATO,2026-08-27 05:59:59
FR 3528,Atterraggio,05:45,05:45,PRAGUE,Estero/Italia,DECOLLATO,2026-08-27 05:59:59
FR 9065,Atterraggio,05:45,05:45,ALICANTE,Estero/Italia,DECOLLATO,2026-08-27 05:59:59
FR 3200,Atterraggio,05:50,05:50,CAGLIARI,Estero/Italia,DECOLLATO,2026-08-27 05:59:59
FR 2830,Atterraggio,05:50,05:50,TENERIFE,Estero/Italia,DECOLLATO,2026-08-27 05:59:59
FR 2261,Atterraggio,05:50,05:50,CATANIA,Estero/Italia,DECOLLATO,2026-08-27 05:59:59
FR 5655,Atterraggio,05:55,05:55,PALMA DE MALLORCA,Estero/Italia,IMBARCO CHIUSO,2026-08-27 05:59:59
FR 8121,Atterraggio,06:00,06:00,TIRANA,Estero/Italia,DECOLLATO,2026-08-27 05:59:59
FR 266,Atterraggio,06:05,06:05,FUERTEVENTURA,Estero/Italia,IMBARCO CHIUSO,2026-08-27 05:59:59
FR 3545,Atterraggio,06:05,06:05,FEZ,Estero/Italia,IMBARCO CHIUSO,2026-08-27 05:59:59
FR 3400,Atterraggio,06:15,06:15,SOFIA,Estero/Italia,IMBARCO CHIUSO,2026-08-27 05:59:59
FR 410,Atterraggio,06:20,06:20,LUXEMBOURG,Estero/Italia,IMBARCO ULTIMA CHIAMATA,2026-08-27 05:59:59
FR 3653,Atterraggio,06:20,06:20,BARI,Estero/Italia,IMBARCO CHIUSO,2026-08-27 05:59:59
FR 2289,Atterraggio,06:20,06:20,PALERMO,Estero/Italia,IMBARCO CHIUSO,2026-08-27 05:59:59
FR 6854,Atterraggio,06:25,06:25,HELSINKI,Estero/Italia,IMBARCO ULTIMA CHIAMATA,2026-08-27 05:59:59
FR 5148,Atterraggio,06:30,06:30,ZADAR,Estero/Italia,IMBARCO ULTIMA CHIAMATA,2026-08-27 05:59:59
FR 4993,Atterraggio,06:35,06:35,CEFALONIA,Estero/Italia,IMBARCO ULTIMA CHIAMATA,2026-08-27 05:59:59
FR 497,Atterraggio,06:35,06:35,VALENCIA,Estero/Italia,IMBARCO IN CORSO,2026-08-27 05:59:59
FR 2878,Atterraggio,06:45,06:45,STOCKHOLM,Estero/Italia,IMBARCO IN CORSO,2026-08-27 05:59:59
FR 2285,Atterraggio,07:10,07:10,NAPOLI,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 259,Atterraggio,07:20,07:20,BUCHAREST OTOPENI,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 1853,Atterraggio,07:25,07:25,MARSEILLE,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 05:59:59
W4 3132,Atterraggio,07:30,07:30,BUCHAREST OTOPENI,Estero/Italia,OPERATO DA WIZZAIR HUNGARY,2026-08-27 05:59:59
FR 9890,Atterraggio,07:35,07:35,LODZ,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 05:59:59
FR 3962,Atterraggio,07:55,07:55,MARRAKECH,Estero/Italia,Operativo,2026-08-27 05:59:59
W4 3552,Atterraggio,07:55,07:55,TIMISOARA,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 3408,Atterraggio,07:55,07:55,KATOWICE,Estero/Italia,OPERATO DA BUZZ,2026-08-27 05:59:59
FR 2107,Atterraggio,08:00,08:00,BUDAPEST,Estero/Italia,OPERATO DA BUZZ,2026-08-27 05:59:59
W4 3672,Atterraggio,08:00,08:00,IASI,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 1746,Atterraggio,08:00,08:00,KNOCK,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 05:59:59
FR 5092,Atterraggio,08:05,08:05,LAMEZIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 05:59:59
FR 847,Atterraggio,08:05,08:05,BARCELONA EL PRAT,Estero/Italia,Operativo,2026-08-27 05:59:59
DN 422,Atterraggio,08:05,08:05,BACAU,Estero/Italia,CANCELLATO,2026-08-27 05:59:59
W6 4352,Atterraggio,08:10,08:10,SOFIA,Estero/Italia,OPERATO DA WIZZAIR MALTA,2026-08-27 05:59:59
FR 6451,Atterraggio,08:25,08:25,PALERMO,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 05:59:59
FR 1533,Atterraggio,08:30,08:30,VIENNA,Estero/Italia,OPERATO DA LAUDA EUROPE,2026-08-27 05:59:59
FR 3341,Atterraggio,08:30,08:30,VARSAVIA MODLIN,Estero/Italia,OPERATO DA BUZZ,2026-08-27 05:59:59
W4 7691,Atterraggio,08:40,09:40,ORADEA,Estero/Italia,IN RITARDO,2026-08-27 05:59:59
W6 1432,Atterraggio,08:40,08:40,WARSAW,Estero/Italia,OPERATO DA WIZZAIR MALTA,2026-08-27 05:59:59
FR 2858,Atterraggio,09:00,09:00,BRINDISI,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 2990,Atterraggio,09:20,09:20,COPENHAGEN,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 3657,Atterraggio,09:25,09:25,EDINBURGH,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 3673,Atterraggio,09:25,09:25,LONDON STANSTED,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 461,Atterraggio,09:40,09:40,NEWCASTLE,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 888,Atterraggio,09:40,09:40,KRAKOW,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 05:59:59
D8 3881,Atterraggio,09:40,09:40,BILLUND,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 4196,Atterraggio,09:50,09:50,CORFU,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 4714,Atterraggio,09:50,09:50,RIGA,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 3659,Atterraggio,09:55,09:55,BRUXELLES CHARLEROI,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 8355,Atterraggio,10:00,10:00,TIRANA,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 4631,Atterraggio,10:15,10:15,VALENCIA,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 1536,Atterraggio,10:25,10:25,CASTELLON DE LA PLANA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 05:59:59
FR 2888,Atterraggio,10:25,10:25,CATANIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 05:59:59
FR 8334,Atterraggio,10:30,10:30,IBIZA,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 2087,Atterraggio,10:45,10:45,LISBON,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 05:59:59
FR 2649,Atterraggio,10:50,10:50,MALAGA,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 4201,Atterraggio,10:50,10:50,RHODES,Estero/Italia,Operativo,2026-08-27 05:59:59
3O 458,Atterraggio,10:50,10:50,CASABLANCA,Estero/Italia,Operativo,2026-08-27 05:59:59
FR 1417,Atterraggio,11:15,11:15,LAMEZIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 05:59:59
FR 4650,Atterraggio,11:35,11:35,TRAPANI,Estero/Italia,Operativo,2026-08-27 05:59:59
W4 3772,Atterraggio,13:25,14:25,CRAIOVA,Estero/Italia,IN RITARDO Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-08-27 05:59:59
